ID,Date,Country,VehID,Destination,KmInit,KmFinal,FuelBought,AmountFuel,CashFuel,AmountCash,FuelKm,DriverID
4,7/27/2011,2,8,CEV,124535,124542,0,0,0,0,0,3
5,7/28/2011,2,8,CEV,124542,124765,0,0,0,0,0,1
6,8/23/2011,2,8,CEV,124765,124777,41.84999847,129310,0,0,124773,1
7,8/27/2011,2,8,CEV,124777,124931,0,0,0,0,0,1
8,9/15/2011,2,8,CEV,124931,124943,0,0,0,0,0,1
9,10/30/2011,2,8,CEV,125062,125132,0,0,0,0,0,1
11,10/30/2011,2,8,CEV,125132,125152,0,0,0,0,0,1
12,10/30/2011,2,8,CEV,125152,125163,0,0,0,0,0,1
13,10/30/2011,2,8,CEV,125163,125171,0,0,0,0,0,1
15,10/25/2011,2,8,cev,124943,125062,0,0,0,0,0,1
17,10/30/2011,2,8,cev,125171,125192,0,0,0,0,0,1
18,10/30/2011,2,8,cev,125192,125200,39.52000046,122117,0,0,125193,1
19,10/30/2011,2,8,cev,125200,125211,0,0,0,0,0,1
20,10/30/2011,2,8,cev,125211,125356,0,0,0,0,0,1
21,10/30/2011,2,8,cev,125356,125524,0,0,0,0,0,1
22,10/30/2011,2,8,cev,125524,125534,0,0,0,0,0,1
23,10/30/2011,2,8,cev,125534,125543,0,0,0,0,0,1
24,10/30/2011,2,8,cev,125543,125550,0,0,0,0,0,1
25,10/30/2011,2,8,CEV,125550,125571,0,0,0,0,0,1
27,9/25/2011,2,9,CEV,111363,111435,0,0,0,0,0,1
28,10/29/2011,2,9,PERSO,111598,111628,0,0,0,0,0,1
29,11/2/2011,2,9,CEV,111628,111631,0,0,0,0,0,1
30,11/6/2011,2,9,PERSO,111631,111669,0,0,0,0,0,1
31,11/7/2011,2,9,CEV,111669,111670,0,0,0,0,0,1
32,11/7/2011,2,9,CEV,111670,111681,0,0,0,0,0,1
33,11/8/2011,2,9,CEV,111681,111693,0,0,0,0,0,1
34,11/11/2011,2,9,CEV,111693,111699,0,0,0,0,0,1
35,11/12/2011,2,9,PERSO,111699,111729,0,0,0,0,0,1
36,11/13/2011,2,9,CEV,111729,111778,0,0,0,0,0,1
37,11/19/2011,2,9,CEV,111778,111847,0,0,4.849999905,15000,111826,1
38,11/21/2011,2,9,CEV,111847,111862,0,0,0,0,0,1
39,11/22/2011,2,9,CEV,111862,111864,0,0,0,0,0,1
40,10/25/2011,2,10,IVATO,159978,160025,0,0,0,0,0,1
41,10/26/2011,2,10,CEV,160025,160048,0,0,0,0,0,1
42,10/27/2011,2,10,ANTSIRABE,160048,160653,112.7900009,291000,0,0,160052,1
43,11/4/2011,2,10,ABE VILLE,160653,160896,116.3099976,300072,0,0,160872,1
44,11/5/2011,2,10,RETOUR,160896,161088,0,0,0,0,0,1
45,11/6/2011,2,10,IVATO,161088,161129,0,0,0,0,0,1
46,11/7/2011,2,10,AMBOSITRA,161129,161759,34.18000031,87966,0,0,161130,1
47,11/9/2011,2,10,IVATO,161759,161858,0,0,0,0,0,1
48,11/9/2011,2,10,SCHOOL,161858,161882,0,0,0,0,0,1
49,11/10/2011,2,10,CEV,161882,161999,32.36000061,100000,0,0,161980,1
50,11/11/2011,2,10,CEV,161999,162086,0,0,0,0,0,1
51,11/12/2011,2,10,IVATO,162086,162145,16.18000031,50000,0,0,162141,1
52,11/13/2011,2,10,MAHANORO,162145,163184,159,410000,0,0,162783,1
53,11/18/2011,2,10,CEV,163184,163198,0,0,0,0,0,1
54,11/21/2011,2,10,CEV,163198,163211,0,0,0,0,0,1
55,11/21/2011,2,10,CEV,163211,163241,0,0,0,0,0,1
56,11/28/2011,2,10,CEV,163241,163281,0,0,0,0,0,1
57,11/29/2011,2,10,CEV,163281,163301,38.70999908,100000,0,0,163281,1
58,10/25/2011,2,7,CEV,186059,186084,0,0,0,0,0,1
60,10/25/2011,2,7,CEV,186093,186112,0,0,0,0,0,1
61,10/25/2011,2,7,TVE,186112,186209,77.5,200000,0,0,186209,1
63,11/4/2011,2,7,TVE,186209,186878,0,0,0,0,0,1
64,11/7/2011,2,7,CEV,186878,186883,51.52000046,132922,0,0,186883,1
65,11/7/2011,2,7,FEE,186883,187219,8.850000381,23000,0,0,186980,1
66,11/9/2011,2,7,RETOUR TVE,187219,187325,52,134160,0,0,187316,1
67,11/10/2011,2,7,CEV VDRY,187325,187933,38.24000168,117400,0,0,187677,1
68,11/14/2011,2,7,CE,187933,187948,0,0,0,0,0,1
69,11/15/2011,2,7,CEV,187948,188000,0,0,0,0,0,1
70,11/19/2011,2,7,CEV,188000,188253,53.09999847,137000,0,0,188091,1
71,11/24/2011,2,7,RETOUR,188253,188598,11.63000011,30000,0,0,188563,1
72,10/25/2011,2,11,CEV,6971,6990,0,0,0,0,0,1
73,10/26/2011,2,11,CEV,6990,6996,0,0,0,0,0,1
74,10/30/2011,2,11,CEV,7093,7135,0,0,0,0,0,1
75,10/27/2011,2,11,CEV,6996,7016,0,0,0,0,0,1
76,10/27/2011,2,11,IHOSY,7016,7057,0,0,0,0,0,1
77,10/28/2011,2,11,CEV,7057,7075,0,0,0,0,0,1
78,10/28/2011,2,11,CEV,7075,7085,0,0,0,0,0,1
79,10/28/2011,2,11,IVATO IHOSY,7085,7093,0,0,0,0,0,1
80,10/31/2011,2,11,N/A,7135,7328,0,0,0,0,0,1
81,11/5/2011,2,11,IHOSY,7328,7837,49.56000137,127865,0,0,7391,1
82,11/7/2011,2,11,IHOSY,7837,8560,70.87999725,180000,0,0,7972,1
83,11/7/2011,2,11,RETOUR IHOSY,8560,8624,66.27999878,171000,0,0,8564,1
84,11/8/2011,2,11,CEV,8624,8633,0,0,0,0,0,1
85,11/11/2011,2,11,N/A,8633,8688,0,0,0,0,0,1
86,11/11/2011,2,11,PERSO,8688,8725,0,0,0,0,0,1
87,11/12/2011,2,11,N/A,8725,8739,0,0,0,0,0,1
88,11/12/2011,2,11,PERERSO,8739,8839,0,0,0,0,0,1
89,11/15/2011,2,11,N/A,8839,8879,0,0,0,0,0,1
90,11/15/2011,2,11,CEV,8879,8903,0,0,0,0,0,1
91,11/16/2011,2,11,CEV,8903,8965,0,0,0,0,0,1
92,11/18/2011,2,11,PERSO,8965,9020,0,0,0,0,0,1
93,11/21/2011,2,11,CEV,9020,9143,0,0,0,0,0,1
94,11/25/2011,2,11,PERSO,9143,9170,11.63000011,30000,0,0,9143,1
95,11/27/2011,2,11,CEV,9170,9213,0,0,0,0,0,1
96,11/28/2011,2,11,CEV,9213,9215,38.75999832,100000,0,0,9214,1
97,10/25/2011,2,6,AMBOSITRA MJR,215471,216059,67.16000366,173273,0,0,215490,1
98,10/25/2011,2,6,MJR TANA,216059,216709,58.25999832,150000,0,0,216069,1
99,11/1/2011,2,6,CEV,216709,216784,102.2099991,263700,0,0,216729,1
100,11/2/2011,2,6,CEV,216784,216797,0,0,0,0,0,1
101,11/2/2011,2,6,CEV,216797,216823,0,0,0,0,0,1
102,11/2/2011,2,6,N/A,216823,216836,0,0,0,0,0,1
103,11/3/2011,2,6,10,216836,216847,0,0,0,0,0,1
104,11/3/2011,2,6,CE,216847,216856,0,0,0,0,0,1
105,11/3/2011,2,6,N/A,216856,216875,0,0,0,0,0,1
106,11/3/2011,2,6,N/A,216875,216907,0,0,0,0,0,1
107,11/3/2011,2,6,N/A,216907,216916,0,0,0,0,0,1
108,11/4/2011,2,6,ANTSIRA,216916,217272,0,0,0,0,0,1
109,11/7/2011,2,6,AMBOVOMBE,217272,217890,71.81999969,185296,0,0,217272,1
110,11/8/2011,2,6,N/A,217890,218389,118.1399994,307902,0,0,218087,1
111,11/16/2011,2,6,ANKAZOABO,218389,219862,228.9299927,595200,0,0,219665,1
112,11/17/2011,2,6,RETOUR,219862,220480,32.40999985,83624,0,0,220059,1
113,11/18/2011,2,6,CEV,220480,220503,0,0,0,0,0,1
114,11/18/2011,2,6,N/A,220503,220550,0,0,0,0,0,1
115,11/21/2011,2,6,N/A,220550,220572,38.75999832,100000,0,0,220572,1
116,11/21/2011,2,6,CEV,220572,220587,0,0,0,0,0,1
117,11/28/2011,2,6,N/A,220587,220594,0,0,0,0,0,1
118,11/28/2011,2,6,N/A,220594,220643,0,0,0,0,0,1
119,11/28/2011,2,6,N/A,220643,220683,0,0,0,0,0,1
120,11/30/2011,2,6,N/A,220683,220711,38.75999832,100000,0,0,220710,1
121,11/7/2011,2,8,CEV15,125571,125580,0,0,0,0,0,1
122,11/7/2011,2,8,CEV,125580,125659,0,0,3.25999999,10000,125623,1
123,11/10/2011,2,8,N/A,125659,125667,32.36000061,100000,0,0,125667,1
124,11/10/2011,2,8,N/A,125667,125675,0,0,0,0,0,1
125,11/10/2011,2,8,CEV,125675,125682,0,0,0,0,0,1
126,11/11/2011,2,8,N/A,125682,125712,0,0,0,0,0,1
127,11/11/2011,2,8,N/A,125712,125716,0,0,0,0,0,1
128,11/15/2011,2,8,N/A,125716,125761,0,0,0,0,0,1
129,11/15/2011,2,8,PERSO,125761,125762,0,0,0,0,0,1
130,11/18/2011,2,8,N/A,125762,125804,0,0,0,0,0,1
131,11/21/2011,2,8,N/A,125804,125809,0,0,0,0,0,1
132,11/21/2011,2,8,N/A,125809,125821,0,0,0,0,0,1
133,11/28/2011,2,8,N/A,125821,125864,0,0,0,0,0,1
134,11/29/2011,2,8,CEV,125864,125870,0,0,0,0,0,1
135,10/25/2011,2,12,CEV,15827,15843,0,0,0,0,0,1
136,10/25/2011,2,12,N/A,15843,15852,0,0,0,0,0,1
137,10/25/2011,2,12,N/A,15852,15897,0,0,0,0,0,1
138,10/25/2011,2,12,N/A,15897,15900,0,0,0,0,0,1
139,10/25/2011,2,12,N/A,15900,15933,0,0,0,0,0,1
140,10/25/2011,2,12,N/A,15933,15952,0,0,0,0,0,1
141,10/25/2011,2,12,N/A,15952,15957,0,0,0,0,0,1
142,10/26/2011,2,12,PERSO,15957,15976,0,0,0,0,0,1
143,10/26/2011,2,12,N/A,15976,16012,0,0,0,0,0,1
144,10/26/2011,2,12,N/A,16012,16128,0,0,0,0,0,1
145,10/26/2011,2,12,N/A,16128,16254,0,0,0,0,0,1
146,10/26/2011,2,12,N/A,16254,16269,0,0,0,0,0,1
147,10/26/2011,2,12,15,16269,16290,52.84999847,134287,0,0,16276,1
148,10/26/2011,2,12,N/A,16290,16307,0,0,0,0,0,1
149,10/26/2011,2,12,MGA,16307,16688,0,0,0,0,0,1
150,10/26/2011,2,12,TVE,17940,17978,0,0,0,0,0,1
151,10/26/2011,2,12,TVE,17929,17940,0,0,0,0,0,1
152,10/26/2011,2,12,CEV,16688,17466,46.00999832,120000,0,0,16719,1
153,10/26/2011,2,12,CEV,17466,17929,75.58000183,195000,0,0,17471,1
154,10/26/2011,2,12,N/A,17978,17992,0,0,0,0,0,1
155,10/26/2011,2,12,N/A,17992,18068,0,0,0,0,0,1
156,10/26/2011,2,12,N/A,18068,18085,0,0,0,0,0,1
157,10/26/2011,2,12,N/A,18085,18113,0,0,0,0,0,1
158,10/26/2011,2,12,N/A,18113,18118,0,0,0,0,0,1
159,10/26/2011,2,12,N/A,18118,18127,0,0,0,0,0,1
160,10/26/2011,2,12,N/A,18127,18129,72.40000153,187000,0,0,18127,1
161,10/26/2011,2,12,N/A,18129,18146,0,0,0,0,0,1
162,10/26/2011,2,12,N/A,18146,18222,0,0,0,0,0,1
163,10/26/2011,2,12,N/A,18222,18243,0,0,0,0,0,1
164,10/26/2011,2,12,CEV,18243,18254,0,0,0,0,0,1
165,10/26/2011,2,12,N/A,18254,18276,0,0,0,0,0,1
166,10/26/2011,2,12,N/A,18276,18284,0,0,0,0,0,1
167,10/26/2011,2,12,N/A,18284,18308,0,0,0,0,0,1
168,10/26/2011,2,12,N/A,18308,18319,0,0,0,0,0,1
169,10/26/2011,2,12,N/A,18319,18332,0,0,0,0,0,1
170,10/26/2011,2,12,N/A,18332,18397,0,0,0,0,0,1
171,10/26/2011,2,12,N/A,18397,18436,0,0,0,0,0,1
172,10/26/2011,2,12,N/A,18436,18454,0,0,0,0,0,1
173,10/26/2011,2,12,58,18454,18456,0,0,0,0,0,1
174,10/26/2011,2,12,N/A,18456,18485,0,0,0,0,0,1
175,10/26/2011,2,12,N/A,18485,18502,0,0,0,0,0,1
176,10/26/2011,2,12,CEV,18502,18527,0,0,0,0,0,1
177,10/26/2011,2,12,N/A,18527,18540,0,0,0,0,0,1
178,10/26/2011,2,12,N/A,18540,18553,0,0,0,0,0,1
179,10/26/2011,2,12,N/A,18553,18562,0,0,0,0,0,1
180,10/26/2011,2,12,N/A,18562,18566,0,0,0,0,0,1
181,10/26/2011,2,12,N/A,18566,19130,0,0,0,0,0,1
182,11/10/2011,2,12,N/A,19130,19420,61.24000168,158000,0,0,19140,1
183,11/11/2011,2,12,VDRY,19420,19773,24.62000084,65000,0,0,19495,1
184,11/12/2011,2,12,N/A,19773,19840,0,0,0,0,0,1
185,11/12/2011,2,12,N/A,19840,19858,0,0,0,0,0,1
186,11/14/2011,2,12,N/A,19858,19970,0,0,0,0,0,1
187,11/15/2011,2,12,N/A,19970,19978,0,0,0,0,0,1
188,11/15/2011,2,12,N/A,19978,20009,62.79000092,162000,0,0,20003,1
189,11/15/2011,2,12,N/A,20009,20033,0,0,0,0,0,1
190,11/16/2011,2,12,N/A,20033,20179,0,0,0,0,0,1
191,11/17/2011,2,12,N/A,20179,20187,0,0,0,0,0,1
192,11/17/2011,2,12,N/A,20187,20200,0,0,0,0,0,1
193,11/17/2011,2,12,N/A,20200,20234,0,0,0,0,0,1
194,11/18/2011,2,12,N/A,20234,20244,0,0,0,0,0,1
195,11/18/2011,2,12,N/A,20244,20309,0,0,0,0,0,1
196,11/18/2011,2,12,PERSO,20309,20314,0,0,0,0,0,1
197,11/18/2011,2,12,N/A,20314,20322,0,0,0,0,0,1
198,11/19/2011,2,12,N/A,20322,20331,0,0,0,0,0,1
199,11/19/2011,2,12,N/A,20331,20337,0,0,0,0,0,1
200,11/28/2011,2,12,N/A,20337,20366,0,0,0,0,0,1
201,11/30/2011,2,12,N/A,20366,20367,0,0,0,0,0,1
202,10/25/2011,2,14,CEV,36326,36423,0,0,0,0,0,1
203,10/25/2011,2,14,FEE,36423,36653,0,0,0,0,0,1
204,10/25/2011,2,14,CEV,36653,36662,0,0,0,0,0,1
205,10/25/2011,2,14,IVOLOINA,36662,36694,0,0,0,0,0,1
206,10/25/2011,2,14,CEV,36694,36707,0,0,0,0,0,1
207,10/25/2011,2,14,MNNR,36707,36830,86.40000153,224646,0,0,36830,1
208,10/25/2011,2,14,CEV,36830,37315,70,182000,0,0,37027,1
209,10/25/2011,2,14,MNNR,37315,38444,0,0,0,0,0,1
210,10/25/2011,2,14,N/A,38444,39338,84.29000092,217468,0,0,38444,1
211,11/9/2011,2,14,FEE,39338,39616,96.38999939,250000,0,0,39340,1
212,10/25/2011,2,2,N/A,11921,12304,75.19999695,194016,0,0,11921,1
213,10/25/2011,2,2,N/A,12304,12669,71.69999695,185012,0,0,12304,1
214,10/25/2011,2,2,N/A,12669,12956,69.41000366,179081,0,0,12669,1
215,10/25/2011,2,2,N/A,12956,13172,63.95000076,165000,0,0,13045,1
216,10/25/2011,2,2,N/A,13172,13555,31,80000,0,0,13172,1
217,10/25/2011,2,2,N/A,13555,13740,75.80999756,195600,0,0,13555,1
218,10/26/2011,2,2,N/A,13740,13744,20,51600,0,0,13744,1
219,10/26/2011,2,2,N/A,13744,13932,65.88999939,170000,0,0,13932,1
220,10/26/2011,2,2,N/A,13932,14507,75.58000183,195000,0,0,14332,1
221,10/26/2011,2,2,N/A,14507,14690,20,51600,0,0,14510,1
222,10/25/2011,2,19,N/A,6662,6827,120,314280,0,0,6823,1
223,10/25/2011,2,19,N/A,6827,6840,0,0,0,0,0,1
224,10/25/2011,2,19,775,6840,7194,173.2299957,513714,0,0,7191,1
225,10/25/2011,2,19,N/A,7194,7628,78,204282,0,0,7332,1
226,10/25/2011,2,19,N/A,7628,8286,529.75,1407348,0,0,8237,1
227,10/25/2011,2,19,N/A,8286,8433,118.6200027,310668,0,0,8433,1
228,10/25/2011,2,19,N/A,8433,8841,0,0,0,0,0,1
229,10/26/2011,2,19,N/A,8841,8845,170,445230,0,0,8841,1
230,10/26/2011,2,19,N/A,8845,9123,174.8500061,457932,0,0,9123,1
231,10/26/2011,2,19,N/A,9123,9275,87,227853,0,0,9271,1
232,10/26/2011,2,19,AMBOH\IMALAZA,9275,9280,0,0,0,0,0,1
257,10/26/2011,2,19,N/A,9280,9461,0,0,0,0,0,1
258,10/26/2011,2,19,N/A,9461,9465,0,0,0,0,0,1
259,10/26/2011,2,19,N/A,9465,9825,153.1600037,401126,0,0,9470,1
260,10/26/2011,2,19,N/A,9825,9828,162,424278,0,0,9826,1
261,10/26/2011,2,19,N/A,9828,10442,281.0700073,735870,0,0,10440,1
262,10/25/2011,2,20,N/A,10520,11628,160.3999939,417036,0,0,10977,1
263,10/25/2011,2,20,N/A,11628,11871,148.2799988,382550,0,0,11626,1
264,10/25/2011,2,20,N/A,11871,12094,55.13000107,142238,0,0,11871,1
265,10/25/2011,2,20,N/A,12094,12525,111.5699997,290000,0,0,12269,1
266,10/28/2011,2,20,N/A,12525,12867,97.77999878,254234,0,0,12525,1
267,11/4/2011,2,20,N/A,12867,13062,102.7200012,267072,0,0,12869,1
268,11/5/2011,2,20,N/A,13062,13076,42.25,109000,0,0,13072,1
269,11/12/2011,2,20,N/A,13076,13463,0,0,0,0,0,1
270,10/7/2010,2,24,CEV,127329,127340,0,0,0,0,0,1
271,10/7/2010,2,24,CEV,127340,127353,0,0,0,0,0,1
272,10/9/2010,2,24,CEV,127353,127381,0,0,0,0,0,1
273,10/9/2010,2,24,CEV,127381,127395,0,0,0,0,0,1
274,10/10/2010,2,24,CEV,127395,127396,0,0,0,0,0,1
275,10/11/2010,2,24,CEV,127396,127409,0,0,0,0,0,1
276,10/11/2010,2,24,CEV,127409,127411,0,0,0,0,0,1
277,10/11/2010,2,24,CEV,127411,127418,0,0,0,0,0,1
278,10/12/2010,2,24,CEV,127418,127440,0,0,0,0,0,1
279,10/12/2010,2,24,CEV,127440,127445,0,0,0,0,0,1
280,10/14/2010,2,24,CEV,127445,127480,0,0,0,0,0,1
281,10/14/2010,2,24,CEV,127480,127488,0,0,0,0,0,1
282,10/16/2010,2,24,CEV,127488,127526,0,0,0,0,0,1
283,10/18/2010,2,24,N/A,127526,127588,0,0,0,0,0,1
284,10/19/2010,2,24,CEV,127588,127605,141.2200012,350214,0,0,121605,1
285,10/19/2010,2,24,CEV,127605,127613,0,0,0,0,0,1
286,10/25/2011,2,4,N/A,229255,229364,0,0,0,0,0,1
287,10/25/2011,2,4,N/A,229364,229385,0,0,0,0,0,1
288,10/25/2011,2,4,N/A,229385,229397,0,0,0,0,0,1
289,10/25/2011,2,4,N/A,229397,229436,0,0,0,0,0,1
290,10/25/2011,2,4,N/A,229436,229755,112.4000015,290000,0,0,229457,1
291,10/25/2011,2,4,N/A,229755,229866,0,0,0,0,0,1
292,10/25/2011,2,4,N/A,229866,229877,0,0,0,0,0,1
293,10/25/2011,2,4,N/A,229877,230018,0,0,0,0,0,1
294,10/26/2011,2,4,N/A,230018,230025,146.9299927,384809,0,0,230020,1
295,10/26/2011,2,4,TANA,230025,231340,162.2400055,420000,0,0,230927,1
296,10/26/2011,2,4,N/A,231340,231347,0,0,0,0,0,1
297,10/26/2011,2,4,N/A,231347,231350,0,0,0,0,0,1
298,10/26/2011,2,4,N/A,231350,232691,274.6000061,710000,0,0,232198,1
299,10/26/2011,2,4,N/A,232691,232698,148.3600006,388816,0,0,232696,1
300,10/26/2011,2,13,ANTSOHIHY,21034,21730,33.34000015,86000,0,0,21050,1
301,10/26/2011,2,13,N/A,21730,22140,63.56999969,164000,0,0,21730,1
302,10/28/2011,2,13,N/A,22140,23056,156.7299957,417000,0,0,23056,1
303,11/2/2011,2,13,N/A,23056,23107,0,0,0,0,0,1
304,11/2/2011,2,13,N/A,23107,23112,0,0,0,0,0,1
305,11/2/2011,2,13,N/A,23112,23149,0,0,0,0,0,1
306,11/2/2011,2,13,N/A,23149,23172,0,0,0,0,0,1
307,11/3/2011,2,13,N/A,23172,23215,0,0,0,0,0,1
311,10/25/2011,2,27,7757,195359,195432,142.4199982,372997,0,0,195359,1
312,10/25/2011,2,27,N/A,195432,195436,0,0,0,0,0,1
313,10/25/2011,2,27,N/A,195436,195440,0,0,0,0,0,1
314,10/25/2011,2,27,N/A,195440,195442,0,0,0,0,0,1
315,10/25/2011,2,27,N/A,195442,195585,0,0,0,0,0,1
316,10/25/2011,2,27,N/A,195585,195596,0,0,0,0,0,1
317,10/25/2011,2,27,N/A,195596,195854,0,0,0,0,0,1
318,10/25/2011,2,27,N/A,195854,195858,0,0,0,0,0,1
319,10/25/2011,2,27,N/A,195858,196184,115,301499,0,0,196149,1
320,10/25/2011,2,27,N/A,196184,196375,0,0,0,0,0,1
321,10/25/2011,2,27,N/A,196375,196397,0,0,0,0,0,1
322,10/25/2011,2,27,N/A,196397,196734,0,0,0,0,0,1
323,10/25/2011,2,27,N/A,196734,196891,0,0,0,0,0,1
324,10/25/2011,2,27,N/A,196891,196997,0,0,0,0,0,1
325,10/25/2011,2,27,N/A,196997,196998,0,0,0,0,0,1
326,10/25/2011,2,27,N/A,196998,197003,0,0,0,0,0,1
327,10/25/2011,2,27,N/A,197003,197153,0,0,0,0,0,1
328,10/25/2011,2,27,15,197153,197266,0,0,0,0,0,1
329,10/25/2011,2,27,775,197266,197527,0,0,0,0,0,1
330,10/25/2011,2,27,N/A,197527,197532,0,0,0,0,0,1
331,10/25/2011,2,27,N/A,197532,197768,0,0,0,0,0,1
332,10/25/2011,2,27,N/A,197768,197772,42.20000076,110521,0,0,197770,1
333,10/25/2011,2,27,N/A,197772,197811,0,0,0,0,0,1
334,10/25/2011,2,27,CEV,197811,198100,0,0,0,0,0,1
335,10/25/2011,2,27,15,198100,198130,59.29999924,155306,0,0,198119,1
336,1/26/2012,2,27,N/A,198130,198200,0,0,0,0,0,1
337,10/26/2011,2,2,N/A,14690,15057,73.29000092,189078,0,0,14695,1
338,10/26/2011,2,2,N/A,15057,15443,81.43000031,210089,0,0,15083,1
340,10/25/2011,2,18,58,10611,10997,75.34999847,194400,0,0,10613,1
344,10/26/2011,2,2,N/A,15443,15559,80.23000336,207000,0,0,15443,1
349,10/19/2011,2,17,MJR,40409,40954,107.9000015,278382,0,0,40123,1
350,10/25/2011,2,17,N/A,40954,41701,85.47000122,220513,0,0,40968,1
351,11/2/2011,2,17,N/A,41701,41759,0,0,0,0,0,1
352,11/3/2011,2,17,N/A,41759,41943,106.9800034,276001,0,0,41789,1
353,11/6/2011,2,17,N/A,41943,42237,0,0,0,0,0,1
354,11/6/2011,2,17,N/A,42237,42696,53.13999939,150000,0,0,42237,1
355,11/7/2011,2,17,N/A,42696,42882,51.33000183,132424,0,0,42696,1
356,11/12/2011,2,17,N/A,42882,43581,106.7099991,275300,0,0,43398,1
357,11/13/2011,2,17,N/A,43581,44450,69.58999634,179535,0,0,44013,1
358,11/18/2011,2,17,N/A,44450,44639,80.30999756,207192,0,0,44632,1
359,11/21/2011,2,17,N/A,44639,44649,0,0,0,0,0,1
360,11/21/2011,2,17,N/A,44649,45067,0,0,0,0,0,1
363,11/6/2011,2,26,MGA,203671,204217,33.79000092,87187,0,0,203688,1
364,11/11/2011,2,26,N/A,204217,204250,0,0,0,0,0,1
365,11/11/2011,2,26,N/A,204250,204258,0,0,0,0,0,1
366,11/11/2011,2,26,N/A,204258,204265,0,0,0,0,0,1
367,11/11/2011,2,26,N/A,204265,204275,0,0,0,0,0,1
368,11/12/2011,2,26,N/A,204275,204712,60.34000015,155682,0,0,204301,1
369,11/13/2011,2,26,N/A,204712,204923,64.15000153,165516,0,0,204712,1
370,11/18/2011,2,26,N/A,204923,205986,81.40000153,210000,0,0,205320,1
371,10/25/2011,2,3,N/A,283655,283918,0,0,0,0,0,1
372,11/2/2011,2,3,N/A,283918,283999,0,0,0,0,0,1
373,11/9/2011,2,3,N/A,283999,284310,107,278088,0,0,284310,1
374,11/15/2011,2,3,N/A,284310,285777,120.6100006,311180,0,0,285080,1
375,10/26/2011,2,21,N/A,24469,25204,0,0,0,0,0,1
376,11/7/2011,2,21,N/A,25204,25268,78.68000031,203000,0,0,25252,1
377,11/7/2011,2,21,N/A,25268,25474,0,0,0,0,0,1
378,11/8/2011,2,21,N/A,25474,25503,0,0,0,0,0,1
380,10/25/2011,2,22,N/A,11099,11142,0,0,0,0,0,1
381,10/25/2011,2,22,N/A,11142,11264,0,0,0,0,0,1
382,10/25/2011,2,22,N/A,11264,11352,0,0,0,0,0,1
383,10/25/2011,2,22,N/A,11352,11994,115.5100021,299004,0,0,11771,1
384,10/25/2011,2,22,N/A,11994,12218,51.93999863,134008,0,0,12218,1
385,10/25/2011,2,22,N/A,12218,12346,0,0,0,0,0,1
386,11/6/2011,2,22,N/A,12346,12348,0,0,0,0,0,1
387,11/6/2011,2,22,N/A,12348,12785,18.86000061,48659,0,0,12350,1
388,11/6/2011,2,22,N/A,12785,13205,50.38999939,130000,0,0,12791,1
389,11/7/2011,2,22,N/A,13205,13634,47.33000183,122100,0,0,13233,1
390,11/7/2011,2,22,N/A,13634,13640,0,0,0,0,0,1
391,11/8/2011,2,22,N/A,13640,14115,44.59999847,115070,0,0,13643,1
392,11/12/2011,2,22,N/A,14115,14317,88.76000214,229003,0,0,14315,1
393,11/18/2011,2,22,N/A,14317,15304,93.26000214,240600,0,0,15000,1
395,11/28/2011,2,11,cev,9215,9217,0,0,0,0,0,1
396,11/29/2011,2,11,CEV,9217,9233,0,0,0,0,0,1
397,11/30/2011,2,11,CEV,9233,9268,0,0,0,0,0,1
398,12/1/2011,2,11,CEV,9268,9301,0,0,0,0,0,1
399,12/1/2011,2,11,PERSONAL,9301,9394,0,0,0,0,0,1
400,12/5/2011,2,11,CEV,9394,9413,0,0,0,0,0,1
401,12/6/2011,2,11,CEV,9413,9423,0,0,0,0,0,1
402,12/6/2011,2,11,PAM,9423,9428,0,0,0,0,0,1
403,12/6/2011,2,11,CEV,9428,9440,0,0,0,0,0,1
404,12/6/2011,2,11,CEV,9440,9467,0,0,0,0,0,1
406,12/6/2011,2,11,CEV,9467,9468,67.77999878,174669,0,0,9467,1
407,12/7/2011,2,11,CEV,9468,9471,0,0,0,0,0,1
408,12/7/2011,2,11,PERSONAL,9471,9483,0,0,0,0,0,1
409,12/8/2011,2,11,CEV,9483,9495,0,0,0,0,0,1
410,12/8/2011,2,11,CEV,9495,9502,0,0,0,0,0,1
411,12/9/2011,2,11,CEV,9502,9560,0,0,0,0,0,1
412,12/9/2011,2,11,PERSONAL,9560,9583,0,0,0,0,0,1
413,12/9/2011,2,11,CEV,9583,9592,0,0,0,0,0,1
414,12/12/2011,2,11,CEV,9592,9631,0,0,0,0,0,1
415,12/12/2011,2,11,CEV,9631,9645,0,0,0,0,0,1
416,12/12/2011,2,11,CEV,9645,9664,0,0,0,0,0,1
417,12/13/2011,2,11,CEV,9664,9672,0,0,0,0,0,1
418,12/13/2011,2,11,CEV,9672,9706,0,0,0,0,0,1
419,12/13/2011,2,11,CEV,9706,9718,0,0,0,0,0,1
420,12/13/2011,2,11,CEV,9718,9731,0,0,0,0,0,1
421,12/13/2011,2,11,CEV,9731,9741,0,0,0,0,0,1
422,12/14/2011,2,11,CEV,9741,9746,0,0,0,0,0,1
423,12/14/2011,2,11,PERSONAL,9746,9780,0,0,0,0,0,1
424,12/14/2011,2,11,CEV,9780,9784,0,0,0,0,0,1
425,12/15/2011,2,11,CEV,9784,9833,0,0,0,0,0,1
426,12/16/2011,2,11,CEV,9833,9843,0,0,0,0,0,1
